name,age,gender,Name Rank,Extraversion,Agreeableness,Conscientiousness,Emotional Stability,Openness to Experience,Run Number,Time Step,Response,slight_cough,cough_and_fever,Daily New Cases Day 4
Ann,28,0,0.898,0,0,0,1,0,1,16,0,0,0,0.008
Cassidy,52,0,0.285,1,1,1,1,1,1,16,0,0,0,0.008
Mona,43,0,0.631,1,0,1,1,0,1,16,0,0,0,0.008
Adam,38,1,0.946,1,1,1,0,1,1,16,0,0,0,0.008
Misael,55,1,0.557,1,1,0,0,0,1,16,1,0,0,0.008
Kristian,65,1,0.169,0,0,0,1,1,1,16,0,0,0,0.008
Bobby,41,1,0.848,1,0,1,0,1,1,16,0,0,0,0.008
Rakesh,28,1,0.163,1,0,0,0,1,1,16,1,0,0,0.008
Micaela,62,0,0.213,0,0,1,1,1,1,16,1,0,0,0.008
Ale,59,0,0.527,0,1,0,1,0,1,16,0,0,0,0.008
Elaine,33,0,0.784,1,1,0,1,0,1,16,0,0,0,0.008
Logan,40,1,0.756,0,1,1,1,0,1,16,0,0,0,0.008
Brady,60,1,0.471,1,0,1,0,1,1,16,0,0,0,0.008
Esther,46,0,0.845,0,1,0,0,1,1,16,0,0,0,0.008
Itzel,64,0,0.2,1,1,0,0,0,1,16,1,0,0,0.008
Angel,49,1,0.974,1,0,1,0,1,1,16,0,0,0,0.008
Fabio,58,1,0.373,0,1,1,1,0,1,16,0,0,0,0.008
Vanessa,22,0,0.95,1,1,0,1,0,1,16,0,0,0,0.008
Charlotte,33,0,0.686,0,0,1,1,0,1,16,1,0,0,0.008
Cat,38,0,0.246,0,1,0,1,1,1,16,1,0,0,0.008
Kelli,53,0,0.54,1,1,0,1,1,1,16,0,0,0,0.008
Bridgette,52,0,0.053,0,0,0,1,1,1,16,0,0,0,0.008
Yolanda,43,0,0.913,1,1,0,0,0,1,16,1,0,0,0.008
Ingrid,49,0,0.676,0,0,1,1,0,1,16,1,0,0,0.008
Becca,21,0,0.594,0,0,1,1,1,1,16,0,0,0,0.008
Roxanne,59,0,0.472,0,1,0,0,0,1,16,0,0,0,0.008
Lopez,35,1,0.448,0,1,1,0,1,1,16,0,0,0,0.008
Vicente,31,1,0.696,0,0,0,1,0,1,17,1,0,0,0.003
Alba,19,0,0.559,1,0,0,1,0,1,17,0,0,0,0.003
Emma,59,0,0.905,1,0,1,1,0,1,17,0,0,0,0.003
Patty,59,0,0.861,0,0,0,1,1,1,17,0,0,0,0.003
Constance,51,0,0.069,0,0,0,1,1,1,17,1,0,0,0.003
Pam,30,0,0.822,0,1,0,1,0,1,17,0,0,0,0.003
Miguel Angel,32,1,0.481,0,0,0,0,0,1,17,1,0,0,0.003
Harold,47,1,0.667,0,0,1,1,0,1,17,1,0,0,0.003
Ajay,35,1,0.331,1,0,1,1,0,1,17,0,0,0,0.003
Stephanie,52,0,0.987,1,0,0,1,1,1,17,0,0,0,0.003
Cory,42,1,0.724,1,0,1,1,1,1,17,0,0,0,0.003
Ruby,35,0,0.74,1,1,0,1,0,1,17,0,0,0,0.003
Kim,40,0,0.966,1,1,1,0,0,1,17,0,0,0,0.003
Christa,35,0,0.242,0,0,1,0,1,1,17,0,0,0,0.003
Nabil,42,1,0.052,0,0,1,0,1,1,17,1,0,1,0.003
Mina,62,1,0.545,0,0,0,0,1,1,17,1,0,0,0.003
Ant,28,1,0.108,1,0,0,0,1,1,17,0,0,0,0.003
Scott,54,1,0.958,1,0,1,0,1,1,17,0,0,0,0.003
Cedric,34,1,0.403,1,1,0,1,1,1,17,0,0,0,0.003
Claire,53,0,0.736,1,1,0,1,0,1,17,0,0,0,0.003
Lily,28,0,0.804,0,0,0,0,1,1,17,1,0,0,0.003
Wes,22,1,0.517,0,1,1,1,1,1,17,0,0,0,0.003
Nichole,54,0,0.477,1,0,1,1,0,1,17,1,0,0,0.003
Hazel,62,0,0.278,1,1,0,1,1,1,17,1,1,0,0.003
Fabian,54,1,0.693,0,1,1,1,0,1,17,0,0,0,0.003
Roger,41,1,0.843,1,1,0,1,0,1,17,0,0,0,0.003
Elisabeth,63,0,0.313,1,1,0,0,0,1,17,0,0,0,0.003
Mackenzie,34,0,0.497,0,1,1,0,0,1,17,0,0,0,0.003
Stefanie,61,0,0.398,1,0,1,0,0,1,17,1,0,0,0.003
Brayden,35,1,0.04,1,1,0,1,1,1,17,1,1,0,0.003
Bertha,26,0,0.698,1,0,1,0,1,1,17,0,0,0,0.003
Hans,26,1,0.244,1,0,0,1,1,1,17,0,0,0,0.003
Liam,32,1,0.511,1,0,0,0,1,1,17,0,0,0,0.003
Selvin,49,1,0.266,1,1,0,1,0,1,17,0,0,0,0.003
Frankie,38,1,0.644,0,1,1,1,0,1,17,0,0,0,0.003
Moe,58,1,0.565,0,0,1,1,1,1,17,0,0,0,0.003
Crystal,35,0,0.922,1,0,1,1,1,1,17,0,0,0,0.003
Luciana,54,0,0.002,1,1,0,0,1,1,17,0,0,0,0.003
Jean,52,1,0.854,1,1,0,1,1,1,17,0,0,0,0.003
Glenda,64,0,0.629,1,1,1,1,0,1,17,0,0,0,0.003
Perry,39,1,0.42,1,1,1,1,0,1,17,0,0,0,0.003
Caleb,45,1,0.745,1,0,0,0,0,1,17,1,0,0,0.003
Nick,46,1,0.957,0,1,1,0,1,1,17,0,0,0,0.003
Jodi,20,0,0.589,0,1,1,1,1,1,17,0,0,0,0.003
Hilda,51,0,0.719,1,0,0,0,0,1,17,0,0,0,0.003
Destiny,54,0,0.69,0,0,1,1,1,1,17,1,0,0,0.003
Fredy,48,1,0.656,1,0,1,1,1,1,17,0,0,0,0.003
Varun,58,1,0.051,0,1,1,0,0,1,17,1,0,0,0.003
Angie,30,0,0.909,0,0,0,1,1,1,17,0,0,0,0.003
Guillermo,48,1,0.807,1,1,1,1,0,1,17,0,0,0,0.003
Alberto,49,1,0.899,0,1,0,0,1,1,17,0,0,0,0.003
Teresita,28,0,0.105,1,0,0,1,0,1,17,0,0,0,0.003
Beverly,34,0,0.731,1,1,0,1,0,1,17,0,0,0,0.003
Lulu,35,0,0.499,0,0,1,0,0,1,17,0,0,0,0.003
Remy,62,1,0.021,1,0,1,1,1,1,17,0,0,0,0.003
Griffin,46,1,0.038,1,1,1,0,1,1,17,0,0,0,0.003
Tito,37,1,0.582,0,1,1,1,0,1,17,0,0,0,0.003
Nik,20,1,0.076,1,1,1,1,0,1,17,0,0,0,0.003
Alejandra,27,0,0.893,0,0,1,1,1,1,17,1,1,0,0.003
Loren,44,0,0.314,0,0,1,1,0,1,17,1,0,0,0.003
Gisela,45,0,0.281,0,1,0,0,0,1,17,1,0,0,0.003
Alexa,31,0,0.718,1,0,0,0,1,1,17,0,0,0,0.003
Luiz,41,1,0.302,1,1,0,1,1,1,17,0,0,0,0.003
Rina,63,0,0.121,1,0,0,0,0,1,17,0,0,0,0.003
Eugenio,51,1,0.326,0,0,0,0,0,1,17,0,0,0,0.003
Efren,25,1,0.468,0,1,0,0,1,1,17,0,0,0,0.003
Genesis,60,0,0.498,0,0,0,1,1,1,17,0,0,0,0.003
Leon,24,1,0.676,0,0,1,0,0,1,17,1,0,0,0.003
Juliet,25,0,0.277,1,1,0,0,1,1,17,0,0,0,0.003
Kat,52,0,0.606,1,1,1,1,1,1,17,0,0,0,0.003
Adalberto,41,1,0.181,0,1,1,1,1,1,17,0,0,0,0.003
Gillian,25,0,0.058,0,1,1,1,0,1,17,0,0,0,0.003
Lynette,57,0,0.32,0,0,0,1,0,1,17,1,0,0,0.003
Jalen,53,1,0.129,0,0,0,0,0,1,17,1,0,0,0.003
Kathy,23,0,0.958,0,1,0,0,1,1,17,0,0,0,0.003
Yvonne,32,0,0.776,0,0,0,1,1,1,17,1,0,0,0.003
Nigel,54,1,0.226,0,1,1,0,0,1,17,0,0,0,0.003
Nate,63,1,0.77,1,0,0,1,0,1,17,1,0,0,0.003
Idalia,41,0,0.086,1,0,1,0,1,1,17,1,0,0,0.003
Guillermina,56,0,0.085,1,1,0,1,0,1,17,0,0,0,0.003
Brad,19,1,0.839,1,1,1,0,1,1,17,0,0,0,0.003
Freddy,48,1,0.729,0,0,1,0,0,1,17,1,0,0,0.003
Dalia,20,0,0.457,1,0,0,1,1,1,17,0,0,0,0.003
Elva,21,0,0.304,0,0,1,0,0,1,17,0,0,0,0.003
Lety,37,0,0.505,1,1,1,1,0,1,17,0,0,0,0.003
Johnathan,29,1,0.497,1,1,0,0,0,1,17,0,0,0,0.003
Chad,25,1,0.824,0,0,1,0,1,1,17,0,0,0,0.003
William,25,1,0.972,0,1,1,0,0,1,17,0,0,0,0.003
Janeth,62,0,0.395,1,1,0,1,1,1,17,0,0,0,0.003
Renata,39,0,0.247,0,0,0,0,1,1,17,0,0,0,0.003
Junior,46,1,0.817,0,0,1,1,0,1,17,0,0,0,0.003
Lidia,57,0,0.691,1,1,0,1,1,1,17,0,0,0,0.003
Sebastian,22,1,0.777,0,0,1,1,0,1,17,0,0,0,0.003
Doug,29,1,0.81,0,0,0,1,1,1,17,0,0,0,0.003
Michele,28,1,0.804,0,1,0,0,1,1,17,0,0,0,0.003
Axel,41,1,0.513,1,1,1,1,1,1,17,0,0,0,0.003
Christopher,48,1,0.954,0,0,0,1,0,1,17,1,0,0,0.003
Mickey,36,1,0.485,1,0,1,1,1,1,17,0,0,0,0.003
Mariela,26,0,0.59,0,1,1,0,1,1,17,0,0,0,0.003
Lacey,42,0,0.333,1,0,0,0,0,1,17,0,0,0,0.003
Samuel,33,1,0.895,0,0,0,1,1,1,17,0,0,0,0.003
Jeremy,39,1,0.902,1,0,0,0,1,1,17,0,0,0,0.003
Mery,42,0,0.06,0,0,0,0,1,1,17,0,0,0,0.003
Violeta,30,0,0.251,1,0,1,1,0,1,17,1,1,0,0.003
Cathy,28,0,0.858,0,0,1,0,1,1,17,1,0,0,0.003
Louise,50,0,0.547,1,1,0,1,0,1,17,0,0,0,0.003
Víctor,62,1,0.34,1,0,0,1,1,1,17,1,0,0,0.003
Nia,31,0,0.096,1,1,1,0,1,1,17,1,1,0,0.003
Isaiah,19,1,0.689,0,1,0,1,0,1,17,0,0,0,0.003
Margo,24,0,0.112,0,0,0,0,0,1,17,1,0,0,0.003
Tristan,60,1,0.594,1,1,0,0,1,1,17,0,0,0,0.003
Perez,42,1,0.223,0,0,0,1,0,1,17,1,0,0,0.003
Kellie,38,0,0.396,1,1,1,1,0,1,17,0,0,0,0.003
Letty,48,0,0.462,1,1,0,0,0,1,17,0,0,0,0.003
Azucena,35,0,0.234,0,1,1,1,1,1,17,0,0,0,0.003
Dick,50,1,0.366,1,1,0,0,1,1,17,0,0,0,0.003
Donnie,30,1,0.476,1,0,0,1,1,1,17,0,0,0,0.003
Dulce,57,0,0.642,0,0,0,0,1,1,17,1,0,0,0.003
Debi,47,0,0.139,1,1,0,0,1,1,17,0,0,0,0.003
Keri,27,0,0.215,1,0,0,0,0,1,17,0,0,0,0.003
Israel,20,1,0.797,1,0,1,0,0,1,17,1,0,0,0.003
Stacey,45,0,0.794,0,0,0,1,1,1,17,1,0,0,0.003
Leonor,56,0,0.377,0,1,1,0,1,1,17,0,0,0,0.003
Terrence,29,1,0.433,0,1,1,1,1,1,17,0,0,0,0.003
Belkis,39,0,0.042,0,0,0,0,0,1,17,1,0,0,0.003
Luis,61,1,0.994,1,1,0,1,1,1,17,0,0,0,0.003
Hailey,65,0,0.595,0,0,0,1,1,1,17,1,0,0,0.003
Geraldine,32,0,0.286,1,0,1,1,0,1,17,1,0,0,0.003
Denny,27,1,0.271,1,1,0,0,0,1,17,1,0,0,0.003
Hayley,62,0,0.399,1,1,1,0,0,1,17,0,0,0,0.003
Gus,34,1,0.438,1,1,0,0,0,1,17,1,0,0,0.003
José,55,1,0.809,1,0,0,0,1,1,17,0,0,0,0.003
Malcolm,25,1,0.395,0,0,1,1,0,1,17,0,0,0,0.003
Nicola,61,1,0.097,0,0,1,0,0,1,17,1,0,0,0.003
Van,19,1,0.342,0,1,1,0,0,1,17,0,0,0,0.003
Denis,64,1,0.598,1,1,1,1,0,1,17,1,0,0,0.003
Magdalena,57,0,0.551,0,1,0,0,0,1,17,1,0,0,0.003
Elsie,37,0,0.095,0,0,1,0,0,1,17,0,0,0,0.003
Lin,41,0,0.012,0,1,0,1,0,1,17,0,0,0,0.003
Marcelo,42,1,0.653,0,1,1,0,0,1,17,0,0,0,0.003
Kyla,39,0,0.03,0,1,0,1,1,1,17,0,0,0,0.003
Karin,35,0,0.387,1,0,1,1,0,1,17,0,0,0,0.003
Shawna,33,0,0.368,1,0,0,0,0,1,17,0,0,0,0.003
Cruz,32,1,0.649,0,1,1,0,1,1,17,0,0,0,0.003
Maria Elena,31,0,0.37,1,1,1,1,1,1,17,0,0,0,0.003
Jenny,56,0,0.935,1,1,0,0,0,1,17,0,0,0,0.003
Svetlana,62,0,0.162,1,0,1,0,1,1,17,1,0,0,0.003
Bo,43,1,0.447,1,0,1,0,0,1,17,0,0,0,0.003
Fausto,61,1,0.383,0,0,0,0,0,1,17,1,0,0,0.003
Dalton,57,1,0.507,1,1,0,1,0,1,17,0,0,0,0.003
Lesley,46,0,0.361,0,1,0,0,1,1,17,1,0,0,0.003
Jp,59,1,0.392,1,1,1,0,0,1,17,1,0,0,0.003
Leandro,22,1,0.288,1,0,0,1,1,1,17,0,0,0,0.003
Gee,27,1,0.121,1,0,1,1,0,1,17,0,0,0,0.003
Kathleen,62,0,0.826,0,1,0,1,1,1,17,0,0,0,0.003
Nubia,29,0,0.015,0,0,1,0,1,1,17,0,0,0,0.003
Theresa,29,0,0.83,0,0,1,1,0,1,17,0,0,0,0.003
Silvia,55,0,0.908,0,0,1,1,1,1,17,0,0,0,0.003
Jeanette,46,0,0.657,0,0,0,0,1,1,17,0,0,0,0.003
Marissa,19,0,0.733,1,1,1,0,1,1,17,0,0,0,0.003
Pierre,26,1,0.55,1,0,0,0,1,1,17,0,0,0,0.003
Issa,44,1,0.034,1,0,0,0,0,1,17,0,0,0,0.003
Cecil,55,1,0.136,0,1,1,1,0,1,17,0,0,0,0.003
Trina,41,0,0.369,0,0,0,0,1,1,17,0,0,0,0.003
Corina,27,0,0.202,1,1,1,1,0,1,17,0,0,0,0.003
Timothy,36,1,0.838,0,1,0,1,1,1,17,0,0,0,0.003
Rico,35,1,0.457,1,0,0,0,0,1,17,1,0,0,0.003
Efrain,30,1,0.702,0,0,0,0,1,1,17,1,0,0,0.003
Barry,45,1,0.703,1,0,0,1,1,1,17,0,0,0,0.003
Leslie,29,0,0.915,1,0,1,0,0,1,17,1,0,0,0.003
Dustin,65,1,0.766,0,1,1,1,1,1,17,0,0,0,0.003
Bethany,65,0,0.563,0,1,0,1,0,1,17,1,0,0,0.003
Pat,47,0,0.878,1,1,1,0,0,1,17,0,0,0,0.003
Jazmine,29,0,0.267,1,0,0,1,1,1,17,0,0,0,0.003
Kristin,20,0,0.801,1,1,1,0,1,1,17,0,0,0,0.003
Marcia,46,0,0.72,1,1,0,0,0,1,17,0,0,0,0.003
Grant,23,1,0.645,1,0,0,1,1,1,17,0,0,0,0.003
Jai,29,1,0.043,1,0,1,1,1,1,17,0,0,0,0.003
Salma,65,0,0.116,0,1,0,0,0,1,17,1,0,0,0.003
Melina,39,0,0.071,0,0,1,0,0,1,17,0,0,0,0.003
Dena,52,0,0.119,0,0,0,1,0,1,17,0,0,0,0.003
Zoe,45,0,0.545,1,0,1,0,1,1,17,0,0,0,0.003
Yung,20,1,0.214,0,1,1,1,1,1,17,0,0,0,0.003
Kylie,51,0,0.442,0,0,1,1,0,1,17,1,0,0,0.003
Bradley,57,1,0.662,0,0,0,1,0,1,17,1,0,0,0.003
Jacquelyn,21,0,0.082,0,1,1,1,1,1,17,1,0,0,0.003
Vivek,38,1,0.187,0,1,0,1,1,1,17,1,1,0,0.003
Jada,18,0,0.317,1,1,0,0,0,1,17,0,0,0,0.003
Colleen,60,0,0.726,1,1,0,0,1,1,17,0,0,0,0.003
May,54,0,0.473,0,1,1,0,0,1,17,0,0,0,0.003
Randi,27,0,0.216,0,0,1,0,0,1,17,1,0,0,0.003
Kiana,23,0,0.013,1,0,1,1,0,1,17,0,0,0,0.003
Julie,58,0,0.967,0,0,1,0,0,1,17,1,0,0,0.003
Katia,49,0,0.266,1,0,0,0,1,1,17,0,0,0,0.003
Lazaro,19,1,0.559,1,1,0,1,0,1,17,0,0,0,0.003
Vijay,26,1,0.436,0,1,1,1,0,1,17,0,0,0,0.003
Kiki,37,0,0.252,1,0,1,0,0,1,17,0,0,0,0.003
Vickie,19,0,0.534,1,1,0,1,1,1,17,0,0,0,0.003
Audrey,27,0,0.714,1,0,0,0,0,1,17,0,0,0,0.003
Ariana,43,0,0.614,1,1,1,1,0,1,17,0,0,0,0.003
Ubaldo,30,1,0.004,0,1,1,1,0,1,17,1,0,0,0.003
Josephine,41,0,0.506,0,1,1,0,1,1,17,0,0,0,0.003
Bryant,37,1,0.498,1,0,0,0,0,1,17,1,0,0,0.003
Jessie,27,0,0.769,0,1,0,0,1,1,17,0,0,0,0.003
Sergey,22,1,0.067,0,1,1,1,1,1,17,0,0,0,0.003
Ronnie,27,1,0.706,0,0,1,1,1,1,17,0,0,0,0.003
Reginald,29,1,0.537,0,0,0,0,0,1,17,1,0,0,0.003
Ethan,39,1,0.78,1,1,0,0,0,1,17,0,0,0,0.003
Robyn,49,0,0.53,1,0,0,1,0,1,17,0,0,0,0.003
Caroline,64,0,0.815,1,0,0,1,1,1,17,0,0,0,0.003
Martinez,49,1,0.345,0,0,1,1,1,1,17,0,0,0,0.003
Joaquin,37,1,0.621,1,0,1,0,1,1,17,0,0,0,0.003
Tim,51,1,0.941,0,1,1,0,0,1,17,1,0,0,0.003
Brennan,46,1,0.045,1,0,1,0,1,1,17,0,0,0,0.003
Kerri,18,0,0.226,0,1,1,1,1,1,17,0,0,0,0.003
Cristal,65,0,0.263,1,0,1,0,1,1,17,1,0,0,0.003
Solomon,52,1,0.33,1,1,0,0,1,1,17,0,0,0,0.003
Madeleine,38,0,0.016,0,0,0,1,1,1,17,1,0,0,0.003
Cam,20,1,0.325,1,1,0,0,1,1,17,0,0,0,0.003
Ross,45,1,0.629,0,1,1,1,1,1,17,0,0,0,0.003
Forrest,21,1,0.056,0,1,0,0,1,1,17,0,0,0,0.003
Jamal,63,1,0.599,1,0,0,0,0,1,17,1,0,0,0.003
Jc,57,1,0.584,0,1,0,0,0,1,17,0,0,0,0.003
Darnell,31,1,0.315,0,0,1,0,1,1,17,0,0,0,0.003
Imelda,49,0,0.47,1,1,1,1,1,1,17,0,0,0,0.003
Kaleb,64,1,0.332,0,1,0,0,0,1,17,0,0,0,0.003
Berenice,35,0,0.349,1,0,1,1,1,1,17,0,0,0,0.003
George,58,1,0.938,1,1,0,0,0,1,17,0,0,0,0.003
Elder,38,1,0.086,1,1,0,0,1,1,17,0,0,0,0.003
Mariah,63,0,0.628,0,1,0,0,0,1,17,1,0,0,0.003
Stuart,46,1,0.505,0,0,0,1,0,1,17,1,0,0,0.003
Mitchell,22,1,0.633,1,1,0,0,1,1,17,0,0,0,0.003
Alvin,24,1,0.588,1,0,0,0,0,1,17,1,0,0,0.003
Harley,23,1,0.255,0,0,1,0,1,1,17,0,0,0,0.003
Santa,54,0,0.12,0,1,1,1,1,1,17,0,0,0,0.003
Kai,65,1,0.385,1,1,1,0,1,1,17,0,0,0,0.003
Dawn,40,0,0.877,0,0,0,0,1,1,17,0,0,0,0.003
Garcia,42,1,0.367,0,1,0,1,1,1,17,0,0,0,0.003
Wendell,39,1,0.074,1,0,1,0,0,1,17,0,0,0,0.003
Jazmin,64,0,0.604,0,0,1,1,0,1,17,1,0,0,0.003
Devin,50,1,0.74,0,0,0,1,0,1,17,1,0,0,0.003
Judi,38,0,0.126,1,1,0,0,0,1,17,0,0,0,0.003
Sanchez,26,1,0.005,0,1,0,0,0,1,17,0,0,0,0.003
Ginger,32,0,0.417,1,1,1,1,1,1,17,0,0,0,0.003
Braden,53,1,0.07,0,1,0,0,1,1,17,0,0,0,0.003
Lenny,41,1,0.377,1,1,0,1,0,1,17,0,0,0,0.003
Syed,46,1,0.533,0,0,1,1,1,1,17,1,0,0,0.003
Valentin,19,1,0.512,1,1,0,0,0,1,17,0,0,0,0.003
Terrell,33,1,0.348,1,1,0,0,1,1,17,0,0,0,0.003
Sandeep,38,1,0.396,0,1,0,1,0,1,17,0,0,0,0.003
Mac,41,1,0.398,0,1,0,0,1,1,17,0,0,0,0.003
Emanuel,22,1,0.571,0,1,0,0,1,1,17,0,0,0,0.003
Darla,39,0,0.044,0,0,0,1,0,1,17,1,0,0,0.003
Alonso,28,1,0.578,1,0,0,1,1,1,17,1,1,0,0.003
Samira,62,0,0.077,1,1,0,1,1,1,17,0,0,0,0.003
Rena,36,0,0.064,0,1,0,0,0,1,17,0,0,0,0.003
Haydee,18,0,0.154,0,0,0,0,0,1,17,1,0,0,0.003
Lance,42,1,0.654,1,0,0,1,1,1,17,0,0,0,0.003
Tabitha,34,0,0.337,1,1,0,0,0,1,17,0,0,0,0.003
Janelle,29,0,0.426,0,1,1,0,1,1,17,0,0,0,0.003
Janice,32,0,0.81,0,0,1,1,0,1,17,0,0,0,0.003
Marjorie,36,0,0.42,1,0,1,1,0,1,17,1,0,0,0.003
Stewart,52,1,0.03,0,0,0,0,1,1,17,0,0,0,0.003
Flor,50,0,0.724,0,1,0,0,1,1,17,0,0,0,0.003
Teresa,49,0,0.955,0,1,0,0,1,1,17,0,0,0,0.003
Melanie,56,0,0.866,0,0,0,1,0,1,17,1,0,0,0.003
Nacho,43,1,0.235,0,1,1,0,0,1,17,0,0,0,0.003
Katrina,25,0,0.653,0,0,1,1,1,1,17,0,0,0,0.003
Hillary,55,0,0.275,1,0,1,1,0,1,17,0,0,0,0.003
Billy,30,1,0.828,1,0,0,0,0,1,17,1,0,0,0.003
Carlos,46,1,0.995,1,0,0,1,1,1,17,0,0,0,0.003
Deb,28,0,0.636,1,0,0,1,0,1,17,0,0,0,0.003
Sarita,31,0,0.009,0,1,0,1,0,1,17,0,0,0,0.003
Jacqueline,65,0,0.87,0,1,1,0,1,1,17,1,0,0,0.003
Jake,59,1,0.889,0,1,0,1,0,1,17,0,0,0,0.003
Heriberto,27,1,0.503,1,0,0,1,0,1,17,1,0,0,0.003
Damaris,39,0,0.433,0,0,1,1,0,1,17,1,0,0,0.003
Kate,61,0,0.879,0,1,0,0,0,1,17,1,0,0,0.003
Ana Maria,62,0,0.229,0,0,0,1,1,1,17,1,0,0,0.003
Alli,27,1,0.068,0,0,1,1,0,1,17,0,0,0,0.003
Tatyana,25,0,0.128,1,0,0,0,1,1,17,0,0,0,0.003
Duane,25,1,0.5,1,1,1,1,0,1,17,0,0,0,0.003
Igor,54,1,0.386,1,0,1,0,1,1,17,0,0,0,0.003
Flaco,29,1,0.152,0,1,1,0,1,1,17,0,0,0,0.003
Anton,37,1,0.283,1,0,0,1,1,1,17,0,0,0,0.003
Benjamin,19,1,0.851,0,1,1,1,1,1,17,0,0,0,0.003
Gloria,45,0,0.96,0,1,1,1,0,1,17,1,0,0,0.003
Marisol,24,0,0.812,1,0,1,0,1,1,17,0,0,0,0.003
Harrison,61,1,0.389,1,0,0,1,0,1,17,1,0,0,0.003
Priscilla,39,0,0.694,0,1,1,0,0,1,17,0,0,0,0.003
Dayana,58,0,0.306,0,1,1,0,1,1,17,0,0,0,0.003
Ángel,48,1,0.359,0,0,0,1,1,1,17,1,0,0,0.003
Laura,59,0,0.991,1,0,0,0,1,1,17,1,0,0,0.003
Marian,26,0,0.431,1,1,1,0,0,1,17,0,0,0,0.003
Barb,24,0,0.535,1,1,0,1,1,1,17,0,0,0,0.003
Carter,44,1,0.412,1,1,1,1,0,1,17,0,0,0,0.003
Vilma,31,0,0.548,1,0,1,0,0,1,17,0,0,0,0.003
Alexia,56,0,0.27,0,1,1,0,1,1,17,0,0,0,0.003
Gaby,63,0,0.735,1,0,0,0,1,1,17,0,0,0,0.003
Mirian,46,0,0.276,1,1,0,1,1,1,17,0,0,0,0.003
Cara,47,0,0.448,0,0,1,1,0,1,17,1,0,0,0.003
Jason,65,1,0.982,0,0,1,1,0,1,17,1,0,0,0.003
Travis,35,1,0.842,0,0,1,1,0,1,17,0,0,0,0.003
Miles,29,1,0.413,1,0,0,1,1,1,17,0,0,0,0.003
Daniel,48,1,0.991,0,1,0,1,0,1,17,0,0,0,0.003
Tiana,58,0,0.055,0,1,0,0,1,1,17,0,0,0,0.003
Faustino,20,1,0.106,0,1,0,1,0,1,17,0,0,0,0.003
John,28,1,0.997,1,0,1,1,0,1,17,0,0,0,0.003
Jojo,50,0,0.382,0,1,0,1,0,1,17,1,0,0,0.003
Salomon,23,1,0.132,0,1,0,1,0,1,17,0,0,0,0.003
Isabella,56,0,0.677,1,0,0,0,0,1,17,0,0,0,0.003
Cameron,62,1,0.787,1,0,1,1,1,1,17,0,0,0,0.003
Cj,33,1,0.639,1,0,0,0,0,1,17,0,0,0,0.003
Theodore,30,1,0.173,1,1,0,1,0,1,17,0,0,0,0.003
Ileana,62,0,0.186,1,1,1,0,1,1,17,0,0,0,0.003
Buddy,59,1,0.242,0,1,0,1,0,1,17,0,0,0,0.003
Mireya,27,0,0.452,1,1,0,1,0,1,17,0,0,0,0.003
Scotty,33,1,0.15,0,1,0,0,0,1,17,0,0,0,0.003
Mayra,50,0,0.869,1,0,0,0,0,1,17,0,0,0,0.003
Rae,63,0,0.081,1,1,0,1,1,1,17,0,0,0,0.003
Gregorio,34,1,0.558,1,0,0,1,0,1,17,0,0,0,0.003
Clayton,49,1,0.543,0,0,0,0,0,1,17,0,0,0,0.003
Rocky,57,1,0.455,1,0,1,1,0,1,17,1,0,0,0.003
Nestor,19,1,0.587,1,1,1,1,1,1,17,0,0,0,0.003
Skyler,62,1,0.388,1,0,0,1,1,1,17,0,0,0,0.003
Eliza,18,0,0.469,1,1,1,0,1,1,17,0,0,0,0.003
Emmanuel,28,1,0.773,1,0,0,1,0,1,17,0,0,0,0.003
Elijah,60,1,0.655,1,1,0,0,1,1,17,0,0,0,0.003
Shan,58,1,0.011,1,0,1,1,1,1,17,0,0,0,0.003
Beth,60,0,0.88,1,1,0,1,0,1,17,0,0,0,0.003
Sheldon,57,1,0.277,1,0,1,1,0,1,17,0,0,0,0.003
Simon,58,1,0.708,1,1,0,1,1,1,17,0,0,0,0.003
Ari,34,1,0.524,0,0,0,1,1,1,17,0,0,0,0.003
Allan,56,1,0.628,1,1,0,1,0,1,17,0,0,0,0.003
Tiffany,38,0,0.933,1,0,0,0,0,1,17,0,0,0,0.003
Chelsea,22,0,0.799,0,0,1,0,0,1,17,1,0,0,0.003
Juanito,55,1,0.241,0,0,0,0,0,1,17,0,0,0,0.003
Gavin,50,1,0.585,0,0,1,1,1,1,17,0,0,0,0.003
Valentina,51,0,0.522,1,0,0,0,1,1,17,0,0,0,0.003
Benito,52,1,0.554,0,1,0,0,0,1,17,1,0,0,0.003
Maria,27,0,1,0,0,0,0,0,1,17,1,0,0,0.003
Rusty,43,1,0.32,0,1,0,0,1,1,17,0,0,0,0.003
Ronda,37,0,0.051,0,1,1,0,1,1,17,0,0,0,0.003
Love,43,0,0.409,1,1,1,1,1,1,17,1,1,0,0.003
Dean,31,1,0.7,1,0,1,0,1,1,17,0,0,0,0.003
Kaylee,42,0,0.439,1,0,1,1,0,1,17,0,0,0,0.003
Margie,39,0,0.512,1,1,0,0,0,1,17,1,0,0,0.003
Dana,23,0,0.864,1,0,1,0,0,1,17,1,0,0,0.003
Jarrod,38,1,0.036,0,1,1,1,0,1,17,0,0,0,0.003
Anderson,47,1,0.408,0,0,0,0,1,1,17,1,0,0,0.003
Dane,40,1,0.276,0,0,0,1,1,1,17,0,0,0,0.003
